SystemManufacturer,SystemProductName,SystemSKU,SystemVersion,TouchpadWidth,TouchpadHeight
LENOVO,21VJ,LENOVO_MT_21VJ_BU_idea_FM_ThinkBook 16 G8+ IPD,ThinkBook 16 G8+ IPD,135.00,80.00
